IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
172.65.154.247,4,4,0.00,13.57,0.00,N/A
104.21.112.59,4,4,0.00,13.57,0.00,N/A
104.25.100.215,4,4,0.00,13.58,0.00,N/A
104.25.135.139,4,4,0.00,13.58,0.00,N/A
104.27.77.112,4,4,0.00,13.58,0.00,N/A
108.162.193.185,4,4,0.00,13.59,0.00,N/A
104.24.149.233,4,4,0.00,13.59,0.00,N/A
198.41.218.72,4,4,0.00,13.59,0.00,N/A
104.16.239.94,4,4,0.00,13.59,0.00,N/A
172.65.155.84,4,4,0.00,13.59,0.00,N/A
104.27.31.227,4,4,0.00,13.59,0.00,N/A
172.64.101.8,4,4,0.00,13.60,0.00,N/A
172.64.189.220,4,4,0.00,13.60,0.00,N/A
104.25.167.205,4,4,0.00,13.60,0.00,N/A
104.27.100.154,4,4,0.00,13.60,0.00,N/A
104.24.195.3,4,4,0.00,13.60,0.00,N/A
104.17.45.35,4,4,0.00,13.61,0.00,N/A
172.67.134.26,4,4,0.00,13.61,0.00,N/A
104.18.155.145,4,4,0.00,13.61,0.00,N/A
104.21.48.20,4,4,0.00,13.61,0.00,N/A
172.67.171.22,4,4,0.00,13.62,0.00,N/A
172.65.45.192,4,4,0.00,13.62,0.00,N/A
104.27.8.118,4,4,0.00,13.62,0.00,N/A
172.67.183.37,4,4,0.00,13.62,0.00,N/A
104.18.85.96,4,4,0.00,13.63,0.00,N/A
172.66.153.178,4,4,0.00,13.63,0.00,N/A
172.66.167.190,4,4,0.00,13.63,0.00,N/A
172.64.48.104,4,4,0.00,13.63,0.00,N/A
104.25.17.61,4,4,0.00,13.64,0.00,N/A
104.24.34.92,4,4,0.00,13.64,0.00,N/A
104.27.72.189,4,4,0.00,13.64,0.00,N/A
104.21.22.218,4,4,0.00,13.64,0.00,N/A
104.19.40.152,4,4,0.00,13.65,0.00,N/A
104.24.58.122,4,4,0.00,13.65,0.00,N/A
104.24.248.107,4,4,0.00,13.65,0.00,N/A
104.24.218.155,4,4,0.00,13.66,0.00,N/A
104.24.185.174,4,4,0.00,13.66,0.00,N/A
104.27.11.137,4,4,0.00,13.67,0.00,N/A
104.21.12.119,4,4,0.00,13.67,0.00,N/A
172.65.79.188,4,4,0.00,13.67,0.00,N/A
172.65.108.200,4,4,0.00,13.68,0.00,N/A
172.64.76.159,4,4,0.00,13.68,0.00,N/A
104.25.161.194,4,4,0.00,13.68,0.00,N/A
172.66.44.181,4,4,0.00,13.69,0.00,N/A
104.25.121.159,4,4,0.00,13.69,0.00,N/A
172.67.188.229,4,4,0.00,13.69,0.00,N/A
104.21.115.4,4,4,0.00,13.69,0.00,N/A
172.65.178.170,4,4,0.00,13.70,0.00,N/A
172.65.120.18,4,4,0.00,13.70,0.00,N/A
104.19.18.129,4,4,0.00,13.70,0.00,N/A
172.65.137.168,4,4,0.00,13.70,0.00,N/A
104.24.66.125,4,4,0.00,13.71,0.00,N/A
104.18.196.115,4,4,0.00,13.71,0.00,N/A
104.24.132.41,4,4,0.00,13.71,0.00,N/A
172.65.222.97,4,4,0.00,13.71,0.00,N/A
104.24.188.129,4,4,0.00,13.72,0.00,N/A
104.17.39.14,4,4,0.00,13.72,0.00,N/A
104.19.36.38,4,4,0.00,13.73,0.00,N/A
104.25.41.11,4,4,0.00,13.73,0.00,N/A
104.24.77.105,4,4,0.00,13.73,0.00,N/A
172.65.140.196,4,4,0.00,13.73,0.00,N/A
172.64.36.40,4,4,0.00,13.73,0.00,N/A
172.67.144.208,4,4,0.00,13.73,0.00,N/A
104.25.34.111,4,4,0.00,13.73,0.00,N/A
104.24.249.108,4,4,0.00,13.73,0.00,N/A
104.25.18.77,4,4,0.00,13.74,0.00,N/A
172.65.71.139,4,4,0.00,13.74,0.00,N/A
172.65.55.65,4,4,0.00,13.75,0.00,N/A
172.64.81.139,4,4,0.00,13.75,0.00,N/A
172.67.140.162,4,4,0.00,13.75,0.00,N/A
104.27.2.61,4,4,0.00,13.75,0.00,N/A
172.65.105.211,4,4,0.00,13.75,0.00,N/A
172.64.41.211,4,4,0.00,13.75,0.00,N/A
104.21.101.183,4,4,0.00,13.75,0.00,N/A
172.65.219.185,4,4,0.00,13.76,0.00,N/A
172.65.187.40,4,4,0.00,13.76,0.00,N/A
104.21.211.102,4,4,0.00,13.76,0.00,N/A
104.24.168.9,4,4,0.00,13.76,0.00,N/A
172.65.252.42,4,4,0.00,13.76,0.00,N/A
104.27.39.16,4,4,0.00,13.76,0.00,N/A
104.16.199.71,4,4,0.00,13.76,0.00,N/A
172.64.188.5,4,4,0.00,13.76,0.00,N/A
104.25.251.250,4,4,0.00,13.77,0.00,N/A
172.67.217.136,4,4,0.00,13.77,0.00,N/A
172.65.153.208,4,4,0.00,13.77,0.00,N/A
104.21.30.248,4,4,0.00,13.77,0.00,N/A
172.65.174.133,4,4,0.00,13.78,0.00,N/A
172.65.14.212,4,4,0.00,13.78,0.00,N/A
172.66.165.197,4,4,0.00,13.78,0.00,N/A
172.65.226.230,4,4,0.00,13.78,0.00,N/A
104.17.121.148,4,4,0.00,13.79,0.00,N/A
104.25.1.107,4,4,0.00,13.79,0.00,N/A
104.21.124.127,4,4,0.00,13.79,0.00,N/A
104.25.96.104,4,4,0.00,13.79,0.00,N/A
172.67.97.50,4,4,0.00,13.79,0.00,N/A
104.27.88.20,4,4,0.00,13.79,0.00,N/A
104.21.98.218,4,4,0.00,13.79,0.00,N/A
172.67.179.190,4,4,0.00,13.79,0.00,N/A
104.24.19.111,4,4,0.00,13.80,0.00,N/A
104.21.7.162,4,4,0.00,13.80,0.00,N/A
172.67.124.179,4,4,0.00,13.80,0.00,N/A
172.64.74.118,4,4,0.00,13.80,0.00,N/A
104.25.253.206,4,4,0.00,13.80,0.00,N/A
172.65.168.36,4,4,0.00,13.80,0.00,N/A
104.24.191.120,4,4,0.00,13.80,0.00,N/A
104.21.41.188,4,4,0.00,13.80,0.00,N/A
104.18.94.19,4,4,0.00,13.80,0.00,N/A
104.21.14.173,4,4,0.00,13.80,0.00,N/A
104.24.70.5,4,4,0.00,13.81,0.00,N/A
104.25.47.36,4,4,0.00,13.81,0.00,N/A
104.25.21.224,4,4,0.00,13.81,0.00,N/A
104.24.171.187,4,4,0.00,13.81,0.00,N/A
172.65.56.180,4,4,0.00,13.82,0.00,N/A
104.25.191.204,4,4,0.00,13.82,0.00,N/A
172.65.110.215,4,4,0.00,13.82,0.00,N/A
172.64.69.71,4,4,0.00,13.82,0.00,N/A
104.24.5.213,4,4,0.00,13.82,0.00,N/A
104.26.10.25,4,4,0.00,13.83,0.00,N/A
172.65.164.78,4,4,0.00,13.83,0.00,N/A
172.65.228.42,4,4,0.00,13.83,0.00,N/A
104.19.28.81,4,4,0.00,13.83,0.00,N/A
104.21.94.130,4,4,0.00,13.84,0.00,N/A
104.21.60.222,4,4,0.00,13.84,0.00,N/A
104.27.6.241,4,4,0.00,13.84,0.00,N/A
162.159.248.230,4,4,0.00,13.85,0.00,N/A
104.25.201.75,4,4,0.00,13.85,0.00,N/A
172.65.97.169,4,4,0.00,13.85,0.00,N/A
104.25.91.10,4,4,0.00,13.85,0.00,N/A
104.18.180.227,4,4,0.00,13.85,0.00,N/A
104.25.69.47,4,4,0.00,13.85,0.00,N/A
104.24.140.154,4,4,0.00,13.85,0.00,N/A
104.27.38.204,4,4,0.00,13.85,0.00,N/A
104.21.62.41,4,4,0.00,13.86,0.00,N/A
104.25.86.245,4,4,0.00,13.86,0.00,N/A
104.21.56.51,4,4,0.00,13.86,0.00,N/A
172.65.90.201,4,4,0.00,13.86,0.00,N/A
104.21.90.112,4,4,0.00,13.86,0.00,N/A
104.17.25.210,4,4,0.00,13.86,0.00,N/A
104.21.197.76,4,4,0.00,13.86,0.00,N/A
104.25.39.210,4,4,0.00,13.87,0.00,N/A
104.21.100.112,4,4,0.00,13.87,0.00,N/A
104.16.230.127,4,4,0.00,13.87,0.00,N/A
104.21.216.56,4,4,0.00,13.87,0.00,N/A
104.27.28.58,4,4,0.00,13.88,0.00,N/A
104.25.30.99,4,4,0.00,13.88,0.00,N/A
104.24.177.235,4,4,0.00,13.88,0.00,N/A
104.24.13.34,4,4,0.00,13.89,0.00,N/A
172.67.255.40,4,4,0.00,13.89,0.00,N/A
104.27.29.181,4,4,0.00,13.89,0.00,N/A
104.21.235.134,4,4,0.00,13.89,0.00,N/A
172.65.142.48,4,4,0.00,13.89,0.00,N/A
172.67.74.181,4,4,0.00,13.90,0.00,N/A
172.65.134.101,4,4,0.00,13.90,0.00,N/A
172.67.247.22,4,4,0.00,13.90,0.00,N/A
104.24.184.121,4,4,0.00,13.90,0.00,N/A
172.65.248.229,4,4,0.00,13.91,0.00,N/A
104.21.91.95,4,4,0.00,13.91,0.00,N/A
104.18.96.237,4,4,0.00,13.91,0.00,N/A
104.27.24.12,4,4,0.00,13.92,0.00,N/A
172.67.251.241,4,4,0.00,13.92,0.00,N/A
198.41.200.202,4,4,0.00,13.92,0.00,N/A
104.21.21.138,4,4,0.00,13.92,0.00,N/A
104.24.74.163,4,4,0.00,13.93,0.00,N/A
104.24.209.234,4,4,0.00,13.93,0.00,N/A
172.65.30.9,4,4,0.00,13.93,0.00,N/A
104.24.175.24,4,4,0.00,13.93,0.00,N/A
162.159.242.238,4,4,0.00,13.93,0.00,N/A
104.24.183.3,4,4,0.00,13.94,0.00,N/A
172.65.102.71,4,4,0.00,13.94,0.00,N/A
104.21.31.169,4,4,0.00,13.94,0.00,N/A
172.65.144.229,4,4,0.00,13.95,0.00,N/A
104.25.243.4,4,4,0.00,13.95,0.00,N/A
172.66.156.62,4,4,0.00,13.95,0.00,N/A
172.65.167.112,4,4,0.00,13.95,0.00,N/A
172.67.67.229,4,4,0.00,13.95,0.00,N/A
104.21.208.116,4,4,0.00,13.95,0.00,N/A
104.25.145.177,4,4,0.00,13.95,0.00,N/A
172.67.181.226,4,4,0.00,13.95,0.00,N/A
104.25.84.202,4,4,0.00,13.95,0.00,N/A
172.65.36.236,4,4,0.00,13.95,0.00,N/A
104.24.24.29,4,4,0.00,13.96,0.00,N/A
172.65.190.192,4,4,0.00,13.96,0.00,N/A
104.18.130.199,4,4,0.00,13.96,0.00,N/A
172.65.240.45,4,4,0.00,13.96,0.00,N/A
104.25.102.129,4,4,0.00,13.96,0.00,N/A
104.19.15.60,4,4,0.00,13.97,0.00,N/A
172.65.148.125,4,4,0.00,13.97,0.00,N/A
104.19.35.202,4,4,0.00,13.97,0.00,N/A
104.24.26.152,4,4,0.00,13.97,0.00,N/A
104.21.113.6,4,4,0.00,13.98,0.00,N/A
172.66.174.228,4,4,0.00,13.98,0.00,N/A
104.24.202.121,4,4,0.00,13.98,0.00,N/A
104.18.115.124,4,4,0.00,13.98,0.00,N/A
172.67.111.208,4,4,0.00,13.98,0.00,N/A
104.25.178.37,4,4,0.00,13.98,0.00,N/A
172.67.64.185,4,4,0.00,13.99,0.00,N/A
172.64.97.25,4,4,0.00,13.99,0.00,N/A
172.67.229.92,4,4,0.00,13.99,0.00,N/A
104.25.245.200,4,4,0.00,13.99,0.00,N/A
104.25.202.40,4,4,0.00,13.99,0.00,N/A
172.65.80.193,4,4,0.00,13.99,0.00,N/A
104.21.204.50,4,4,0.00,13.99,0.00,N/A
172.65.239.99,4,4,0.00,14.00,0.00,N/A
104.25.144.86,4,4,0.00,14.00,0.00,N/A
198.41.201.156,4,4,0.00,14.00,0.00,N/A
172.65.68.215,4,4,0.00,14.01,0.00,N/A
104.19.1.27,4,4,0.00,14.01,0.00,N/A
104.27.85.202,4,4,0.00,14.01,0.00,N/A
104.17.187.182,4,4,0.00,14.01,0.00,N/A
104.25.122.163,4,4,0.00,14.01,0.00,N/A
104.17.17.248,4,4,0.00,14.01,0.00,N/A
104.17.15.70,4,4,0.00,14.01,0.00,N/A
104.27.113.20,4,4,0.00,14.02,0.00,N/A
104.25.132.150,4,4,0.00,14.02,0.00,N/A
104.21.49.74,4,4,0.00,14.02,0.00,N/A
104.25.37.0,4,4,0.00,14.02,0.00,N/A
172.67.99.57,4,4,0.00,14.02,0.00,N/A
198.41.204.206,4,4,0.00,14.03,0.00,N/A
172.67.108.205,4,4,0.00,14.04,0.00,N/A
172.66.194.236,4,4,0.00,14.04,0.00,N/A
104.16.213.12,4,4,0.00,14.05,0.00,N/A
104.17.35.101,4,4,0.00,14.05,0.00,N/A
104.25.149.153,4,4,0.00,14.05,0.00,N/A
104.21.103.198,4,4,0.00,14.05,0.00,N/A
172.65.87.217,4,4,0.00,14.05,0.00,N/A
172.64.147.101,4,4,0.00,14.05,0.00,N/A
104.17.85.131,4,4,0.00,14.06,0.00,N/A
104.19.6.52,4,4,0.00,14.06,0.00,N/A
104.18.139.101,4,4,0.00,14.06,0.00,N/A
104.21.195.34,4,4,0.00,14.06,0.00,N/A
172.65.182.99,4,4,0.00,14.06,0.00,N/A
172.65.197.185,4,4,0.00,14.06,0.00,N/A
104.25.235.154,4,4,0.00,14.08,0.00,N/A
104.21.104.159,4,4,0.00,14.08,0.00,N/A
172.65.255.30,4,4,0.00,14.08,0.00,N/A
104.25.50.113,4,4,0.00,14.09,0.00,N/A
104.27.207.76,4,4,0.00,14.09,0.00,N/A
172.66.177.139,4,4,0.00,14.09,0.00,N/A
172.65.172.131,4,4,0.00,14.09,0.00,N/A
172.65.89.108,4,4,0.00,14.09,0.00,N/A
172.66.212.245,4,4,0.00,14.09,0.00,N/A
104.21.42.219,4,4,0.00,14.09,0.00,N/A
104.21.225.45,4,4,0.00,14.10,0.00,N/A
104.24.79.234,4,4,0.00,14.10,0.00,N/A
162.159.228.3,4,4,0.00,14.10,0.00,N/A
104.24.174.77,4,4,0.00,14.10,0.00,N/A
172.65.119.227,4,4,0.00,14.11,0.00,N/A
104.21.97.220,4,4,0.00,14.11,0.00,N/A
104.27.43.11,4,4,0.00,14.12,0.00,N/A
172.65.196.19,4,4,0.00,14.12,0.00,N/A
104.16.221.174,4,4,0.00,14.12,0.00,N/A
172.65.74.6,4,4,0.00,14.12,0.00,N/A
172.65.60.221,4,4,0.00,14.12,0.00,N/A
104.25.44.76,4,4,0.00,14.12,0.00,N/A
172.65.106.225,4,4,0.00,14.13,0.00,N/A
104.19.5.215,4,4,0.00,14.13,0.00,N/A
104.16.242.81,4,4,0.00,14.13,0.00,N/A
104.19.32.231,4,4,0.00,14.13,0.00,N/A
104.27.114.28,4,4,0.00,14.13,0.00,N/A
172.67.92.139,4,4,0.00,14.13,0.00,N/A
104.21.82.31,4,4,0.00,14.13,0.00,N/A
104.21.11.186,4,4,0.00,14.13,0.00,N/A
104.25.95.107,4,4,0.00,14.14,0.00,N/A
104.21.126.248,4,4,0.00,14.14,0.00,N/A
104.27.206.193,4,4,0.00,14.14,0.00,N/A
172.67.158.4,4,4,0.00,14.14,0.00,N/A
104.26.14.166,4,4,0.00,14.14,0.00,N/A
172.66.211.196,4,4,0.00,14.14,0.00,N/A
104.27.120.124,4,4,0.00,14.14,0.00,N/A
172.65.139.203,4,4,0.00,14.14,0.00,N/A
104.21.6.81,4,4,0.00,14.15,0.00,N/A
104.24.61.229,4,4,0.00,14.15,0.00,N/A
172.65.169.235,4,4,0.00,14.15,0.00,N/A
104.24.53.244,4,4,0.00,14.16,0.00,N/A
104.24.16.153,4,4,0.00,14.16,0.00,N/A
172.65.4.66,4,4,0.00,14.16,0.00,N/A
104.24.225.96,4,4,0.00,14.16,0.00,N/A
172.65.7.169,4,4,0.00,14.16,0.00,N/A
198.41.194.116,4,4,0.00,14.17,0.00,N/A
104.27.119.180,4,4,0.00,14.17,0.00,N/A
172.66.130.6,4,4,0.00,14.17,0.00,N/A
104.27.17.104,4,4,0.00,14.17,0.00,N/A
172.65.112.141,4,4,0.00,14.17,0.00,N/A
104.19.60.206,4,4,0.00,14.17,0.00,N/A
104.21.47.214,4,4,0.00,14.18,0.00,N/A
172.64.53.91,4,4,0.00,14.18,0.00,N/A
104.27.204.121,4,4,0.00,14.18,0.00,N/A
172.65.35.220,4,4,0.00,14.18,0.00,N/A
104.24.164.103,4,4,0.00,14.19,0.00,N/A
104.24.245.30,4,4,0.00,14.19,0.00,N/A
172.65.238.13,4,4,0.00,14.19,0.00,N/A
104.24.252.203,4,4,0.00,14.19,0.00,N/A
104.18.89.237,4,4,0.00,14.19,0.00,N/A
172.65.26.64,4,4,0.00,14.19,0.00,N/A
104.24.214.89,4,4,0.00,14.19,0.00,N/A
104.25.214.136,4,4,0.00,14.20,0.00,N/A
172.64.77.236,4,4,0.00,14.20,0.00,N/A
104.21.51.94,4,4,0.00,14.20,0.00,N/A
172.65.34.50,4,4,0.00,14.20,0.00,N/A
172.67.163.3,4,4,0.00,14.20,0.00,N/A
172.65.184.36,4,4,0.00,14.21,0.00,N/A
104.24.221.76,4,4,0.00,14.21,0.00,N/A
104.24.251.164,4,4,0.00,14.21,0.00,N/A
104.27.86.71,4,4,0.00,14.21,0.00,N/A
104.17.180.9,4,4,0.00,14.21,0.00,N/A
104.25.106.108,4,4,0.00,14.22,0.00,N/A
104.21.65.196,4,4,0.00,14.22,0.00,N/A
104.21.70.3,4,4,0.00,14.22,0.00,N/A
104.19.29.236,4,4,0.00,14.22,0.00,N/A
172.67.118.181,4,4,0.00,14.22,0.00,N/A
104.25.137.61,4,4,0.00,14.23,0.00,N/A
172.65.145.84,4,4,0.00,14.23,0.00,N/A
172.65.73.58,4,4,0.00,14.23,0.00,N/A
172.65.19.147,4,4,0.00,14.23,0.00,N/A
172.67.161.232,4,4,0.00,14.23,0.00,N/A
104.27.23.249,4,4,0.00,14.24,0.00,N/A
198.41.195.241,4,4,0.00,14.24,0.00,N/A
172.65.121.105,4,4,0.00,14.24,0.00,N/A
172.66.213.156,4,4,0.00,14.24,0.00,N/A
172.65.46.144,4,4,0.00,14.25,0.00,N/A
172.64.159.191,4,4,0.00,14.25,0.00,N/A
104.24.236.162,4,4,0.00,14.25,0.00,N/A
104.16.240.3,4,4,0.00,14.26,0.00,N/A
172.65.85.60,4,4,0.00,14.26,0.00,N/A
172.66.155.160,4,4,0.00,14.26,0.00,N/A
104.17.192.169,4,4,0.00,14.26,0.00,N/A
104.27.205.139,4,4,0.00,14.27,0.00,N/A
104.18.179.161,4,4,0.00,14.28,0.00,N/A
104.24.212.36,4,4,0.00,14.28,0.00,N/A
104.18.240.141,4,4,0.00,14.28,0.00,N/A
172.67.81.13,4,4,0.00,14.28,0.00,N/A
172.67.215.30,4,4,0.00,14.28,0.00,N/A
172.66.199.0,4,4,0.00,14.28,0.00,N/A
172.67.164.76,4,4,0.00,14.29,0.00,N/A
104.27.41.36,4,4,0.00,14.29,0.00,N/A
172.64.151.238,4,4,0.00,14.29,0.00,N/A
172.67.178.51,4,4,0.00,14.29,0.00,N/A
172.65.175.104,4,4,0.00,14.29,0.00,N/A
172.66.46.57,4,4,0.00,14.29,0.00,N/A
104.21.69.32,4,4,0.00,14.29,0.00,N/A
172.65.217.64,4,4,0.00,14.29,0.00,N/A
172.66.159.121,4,4,0.00,14.30,0.00,N/A
104.21.78.138,4,4,0.00,14.30,0.00,N/A
104.16.211.87,4,4,0.00,14.30,0.00,N/A
104.21.80.161,4,4,0.00,14.30,0.00,N/A
104.24.172.138,4,4,0.00,14.31,0.00,N/A
172.65.223.42,4,4,0.00,14.31,0.00,N/A
104.27.101.137,4,4,0.00,14.31,0.00,N/A
172.65.128.177,4,4,0.00,14.31,0.00,N/A
104.21.121.84,4,4,0.00,14.31,0.00,N/A
104.25.0.134,4,4,0.00,14.32,0.00,N/A
172.65.118.57,4,4,0.00,14.32,0.00,N/A
104.21.50.135,4,4,0.00,14.32,0.00,N/A
104.20.62.126,4,4,0.00,14.32,0.00,N/A
172.64.72.205,4,4,0.00,14.32,0.00,N/A
104.24.21.216,4,4,0.00,14.32,0.00,N/A
172.65.57.130,4,4,0.00,14.32,0.00,N/A
104.24.85.191,4,4,0.00,14.32,0.00,N/A
104.21.116.242,4,4,0.00,14.33,0.00,N/A
198.41.207.248,4,4,0.00,14.33,0.00,N/A
104.19.162.211,4,4,0.00,14.33,0.00,N/A
172.67.72.15,4,4,0.00,14.33,0.00,N/A
172.64.100.99,4,4,0.00,14.33,0.00,N/A
172.65.25.54,4,4,0.00,14.33,0.00,N/A
172.65.75.127,4,4,0.00,14.33,0.00,N/A
104.17.101.61,4,4,0.00,14.34,0.00,N/A
104.25.3.90,4,4,0.00,14.34,0.00,N/A
172.65.233.152,4,4,0.00,14.34,0.00,N/A
104.25.142.97,4,4,0.00,14.34,0.00,N/A
172.65.98.2,4,4,0.00,14.34,0.00,N/A
104.25.207.18,4,4,0.00,14.34,0.00,N/A
104.24.170.223,4,4,0.00,14.34,0.00,N/A
172.66.176.37,4,4,0.00,14.34,0.00,N/A
104.21.71.90,4,4,0.00,14.34,0.00,N/A
172.67.70.65,4,4,0.00,14.35,0.00,N/A
104.27.115.79,4,4,0.00,14.35,0.00,N/A
104.25.109.212,4,4,0.00,14.35,0.00,N/A
104.24.136.243,4,4,0.00,14.35,0.00,N/A
104.25.250.127,4,4,0.00,14.35,0.00,N/A
104.16.193.6,4,4,0.00,14.35,0.00,N/A
104.17.185.114,4,4,0.00,14.36,0.00,N/A
172.65.107.212,4,4,0.00,14.36,0.00,N/A
172.66.215.94,4,4,0.00,14.36,0.00,N/A
104.24.193.35,4,4,0.00,14.37,0.00,N/A
104.24.226.142,4,4,0.00,14.37,0.00,N/A
104.19.8.92,4,4,0.00,14.38,0.00,N/A
104.27.91.96,4,4,0.00,14.38,0.00,N/A
172.66.198.139,4,4,0.00,14.38,0.00,N/A
172.67.150.238,4,4,0.00,14.39,0.00,N/A
104.16.12.116,4,4,0.00,14.39,0.00,N/A
172.64.66.178,4,4,0.00,14.39,0.00,N/A
172.64.230.8,4,4,0.00,14.39,0.00,N/A
104.25.140.194,4,4,0.00,14.39,0.00,N/A
104.19.19.102,4,4,0.00,14.39,0.00,N/A
104.24.9.112,4,4,0.00,14.40,0.00,N/A
172.65.254.18,4,4,0.00,14.40,0.00,N/A
104.17.11.127,4,4,0.00,14.40,0.00,N/A
172.65.246.23,4,4,0.00,14.40,0.00,N/A
172.65.5.42,4,4,0.00,14.40,0.00,N/A
104.20.59.6,4,4,0.00,14.41,0.00,N/A
172.66.209.76,4,4,0.00,14.41,0.00,N/A
104.16.171.187,4,4,0.00,14.41,0.00,N/A
172.65.0.184,4,4,0.00,14.41,0.00,N/A
104.21.18.43,4,4,0.00,14.42,0.00,N/A
104.25.67.183,4,4,0.00,14.42,0.00,N/A
104.18.82.54,4,4,0.00,14.42,0.00,N/A
104.16.55.39,4,4,0.00,14.42,0.00,N/A
172.65.12.247,4,4,0.00,14.42,0.00,N/A
104.25.228.110,4,4,0.00,14.42,0.00,N/A
172.64.52.95,4,4,0.00,14.42,0.00,N/A
172.67.149.176,4,4,0.00,14.43,0.00,N/A
172.66.160.162,4,4,0.00,14.43,0.00,N/A
104.25.125.167,4,4,0.00,14.43,0.00,N/A
104.24.158.11,4,4,0.00,14.43,0.00,N/A
104.18.248.238,4,4,0.00,14.43,0.00,N/A
172.65.201.60,4,4,0.00,14.43,0.00,N/A
198.41.205.86,4,4,0.00,14.43,0.00,N/A
104.27.21.254,4,4,0.00,14.44,0.00,N/A
172.66.210.79,4,4,0.00,14.44,0.00,N/A
104.24.3.203,4,4,0.00,14.44,0.00,N/A
104.21.200.253,4,4,0.00,14.44,0.00,N/A
104.24.238.73,4,4,0.00,14.45,0.00,N/A
104.25.174.22,4,4,0.00,14.45,0.00,N/A
104.25.171.29,4,4,0.00,14.45,0.00,N/A
104.16.181.134,4,4,0.00,14.45,0.00,N/A
172.64.150.166,4,4,0.00,14.45,0.00,N/A
172.64.149.143,4,4,0.00,14.45,0.00,N/A
104.21.1.151,4,4,0.00,14.45,0.00,N/A
104.27.20.116,4,4,0.00,14.46,0.00,N/A
104.24.89.190,4,4,0.00,14.46,0.00,N/A
104.25.238.55,4,4,0.00,14.46,0.00,N/A
172.65.224.31,4,4,0.00,14.46,0.00,N/A
104.25.32.114,4,4,0.00,14.46,0.00,N/A
172.64.234.222,4,4,0.00,14.47,0.00,N/A
172.67.176.96,4,4,0.00,14.47,0.00,N/A
104.24.1.86,4,4,0.00,14.47,0.00,N/A
104.24.179.94,4,4,0.00,14.47,0.00,N/A
172.65.40.30,4,4,0.00,14.47,0.00,N/A
104.24.35.17,4,4,0.00,14.48,0.00,N/A
104.24.161.193,4,4,0.00,14.48,0.00,N/A
104.19.72.129,4,4,0.00,14.48,0.00,N/A
172.65.165.9,4,4,0.00,14.48,0.00,N/A
104.21.17.125,4,4,0.00,14.48,0.00,N/A
104.18.246.99,4,4,0.00,14.49,0.00,N/A
104.16.36.248,4,4,0.00,14.49,0.00,N/A
172.65.66.43,4,4,0.00,14.50,0.00,N/A
104.24.55.155,4,4,0.00,14.50,0.00,N/A
104.21.110.83,4,4,0.00,14.51,0.00,N/A
172.67.198.185,4,4,0.00,14.51,0.00,N/A
104.24.57.24,4,4,0.00,14.51,0.00,N/A
104.27.16.192,4,4,0.00,14.51,0.00,N/A
172.67.230.102,4,4,0.00,14.52,0.00,N/A
104.24.169.51,4,4,0.00,14.52,0.00,N/A
104.25.156.185,4,4,0.00,14.52,0.00,N/A
172.64.83.207,4,4,0.00,14.52,0.00,N/A
172.67.192.33,4,4,0.00,14.52,0.00,N/A
172.66.158.33,4,4,0.00,14.53,0.00,N/A
104.25.8.187,4,4,0.00,14.53,0.00,N/A
172.67.190.49,4,4,0.00,14.53,0.00,N/A
172.65.247.211,4,4,0.00,14.54,0.00,N/A
104.16.98.213,4,4,0.00,14.54,0.00,N/A
104.27.200.207,4,4,0.00,14.54,0.00,N/A
104.19.53.140,4,4,0.00,14.54,0.00,N/A
104.25.114.219,4,4,0.00,14.54,0.00,N/A
172.65.221.206,4,4,0.00,14.54,0.00,N/A
104.18.244.25,4,4,0.00,14.54,0.00,N/A
104.21.66.98,4,4,0.00,14.54,0.00,N/A
172.65.141.248,4,4,0.00,14.54,0.00,N/A
104.19.56.159,4,4,0.00,14.55,0.00,N/A
104.16.215.248,4,4,0.00,14.55,0.00,N/A
104.21.231.62,4,4,0.00,14.55,0.00,N/A
172.65.117.121,4,4,0.00,14.56,0.00,N/A
198.41.208.98,4,4,0.00,14.56,0.00,N/A
172.65.92.131,4,4,0.00,14.56,0.00,N/A
104.24.84.33,4,4,0.00,14.56,0.00,N/A
104.24.141.133,4,4,0.00,14.56,0.00,N/A
104.25.62.208,4,4,0.00,14.56,0.00,N/A
104.21.202.45,4,4,0.00,14.57,0.00,N/A
104.27.123.92,4,4,0.00,14.57,0.00,N/A
104.24.93.210,4,4,0.00,14.57,0.00,N/A
172.65.67.14,4,4,0.00,14.58,0.00,N/A
172.65.180.24,4,4,0.00,14.58,0.00,N/A
104.24.173.210,4,4,0.00,14.58,0.00,N/A
104.25.221.150,4,4,0.00,14.58,0.00,N/A
172.65.78.64,4,4,0.00,14.59,0.00,N/A
172.65.44.29,4,4,0.00,14.59,0.00,N/A
172.65.8.134,4,4,0.00,14.59,0.00,N/A
172.65.22.113,4,4,0.00,14.59,0.00,N/A
104.27.98.177,4,4,0.00,14.60,0.00,N/A
104.19.139.174,4,4,0.00,14.60,0.00,N/A
108.162.194.83,4,4,0.00,14.60,0.00,N/A
104.25.55.17,4,4,0.00,14.60,0.00,N/A
198.41.192.132,4,4,0.00,14.60,0.00,N/A
104.19.21.45,4,4,0.00,14.60,0.00,N/A
198.41.198.95,4,4,0.00,14.61,0.00,N/A
104.18.76.128,4,4,0.00,14.61,0.00,N/A
172.64.85.146,4,4,0.00,14.61,0.00,N/A
172.67.105.39,4,4,0.00,14.62,0.00,N/A
